#longitude,latitude,distance,bathymetry
143.954988809,37.3417903881,259499.975233,-6774.94087564
143.957812074,37.3417798391,259749.975086,-6763.42707869
143.960635338,37.341769223,259999.974938,-6751.92070788
143.963458601,37.3417585398,260249.974791,-6740.24300662
143.966281864,37.3417477895,260499.974644,-6727.73353291
143.969105126,37.3417369721,260749.974497,-6714.74063975
143.971928387,37.3417260877,260999.974351,-6702.10948966
143.974751647,37.3417151361,261249.974204,-6689.95565963
143.977574906,37.3417041175,261499.974058,-6677.52101736
143.980398165,37.3416930318,261749.973912,-6663.59226101
143.983221422,37.3416818789,261999.973766,-6648.88276551
143.986044679,37.341670659,262249.973621,-6633.88965864
143.988867935,37.3416593721,262499.973475,-6619.1834928
143.991691191,37.341648018,262749.97333,-6605.10404993
143.994514445,37.3416365968,262999.973185,-6592.06818596
143.997337698,37.3416251086,263249.973041,-6580.48628051
144.000160951,37.3416135532,263499.972896,-6570.74946604
144.002984203,37.3416019308,263749.972752,-6562.1100554
144.005807454,37.3415902413,263999.972608,-6554.02409057
144.008630704,37.3415784847,264249.972464,-6547.10696395
144.011453953,37.341566661,264499.972321,-6540.49067306
144.014277201,37.3415547702,264749.972177,-6533.71268881
144.017100448,37.3415428124,264999.972034,-6527.24982839
144.019923695,37.3415307874,265249.971891,-6520.89239053
144.02274694,37.3415186954,265499.971748,-6514.51729531
144.025570185,37.3415065363,265749.971606,-6507.82589964
144.028393429,37.3414943101,265999.971464,-6501.0669081
144.031216672,37.3414820168,266249.971322,-6494.35866539
144.034039913,37.3414696564,266499.97118,-6487.90795414
144.036863154,37.3414572289,266749.971038,-6481.5281565
144.039686395,37.3414447344,266999.970897,-6475.10620499
144.042509634,37.3414321727,267249.970756,-6468.43561671
144.045332872,37.341419544,267499.970615,-6461.51337489
144.048156109,37.3414068482,267749.970475,-6454.22046588
144.050979345,37.3413940853,267999.970334,-6446.20196077
144.053802581,37.3413812553,268249.970194,-6438.23884938
144.056625815,37.3413683582,268499.970054,-6430.45554358
144.059449049,37.3413553941,268749.969915,-6422.97284548
144.062272281,37.3413423628,268999.969775,-6414.69682604
144.065095512,37.3413292645,269249.969636,-6405.9838741
144.067918743,37.3413160991,269499.969497,-6397.53360186
144.070741973,37.3413028666,269749.969358,-6388.1466725
144.073565201,37.341289567,269999.96922,-6378.10171367
144.076388429,37.3412762003,270249.969082,-6367.75329356
144.079211655,37.3412627665,270499.968944,-6357.78885388
144.082034881,37.3412492657,270749.968806,-6347.90032929
144.084858105,37.3412356977,270999.968669,-6337.80463632
144.087681329,37.3412220627,271249.968532,-6328.20028826
144.090504551,37.3412083606,271499.968395,-6318.90445095
144.093327773,37.3411945914,271749.968258,-6309.77668734
144.096150993,37.3411807551,271999.968122,-6300.5781994
144.098974212,37.3411668518,272249.967986,-6291.36958048
144.101797431,37.3411528813,272499.96785,-6282.25564522
144.104620648,37.3411388438,272749.967714,-6273.95342072
144.107443864,37.3411247392,272999.967579,-6266.52051677
144.11026708,37.3411105675,273249.967444,-6260.09204026
144.113090294,37.3410963287,273499.967309,-6255.01635831
144.115913507,37.3410820228,273749.967175,-6251.63801727
144.118736719,37.3410676499,273999.967041,-6249.97669641
144.12155993,37.3410532098,274249.966907,-6249.62998602
144.12438314,37.3410387027,274499.966773,-6249.97679933
144.127206348,37.3410241285,274749.966639,-6250.87321202
144.130029556,37.3410094872,274999.966506,-6252.55390552
144.132852763,37.3409947788,275249.966373,-6254.2428271
144.135675968,37.3409800033,275499.966241,-6256.0201275
144.138499173,37.3409651608,275749.966108,-6258.50386182
144.141322376,37.3409502511,275999.965976,-6260.64326268
144.144145578,37.3409352744,276249.965845,-6262.56991662
144.146968779,37.3409202306,276499.965713,-6264.78809124
144.149791979,37.3409051197,276749.965582,-6266.53801583
144.152615178,37.3408899417,276999.965451,-6268.24733745
144.155438376,37.3408746967,277249.96532,-6270.59428776
144.158261572,37.3408593845,277499.96519,-6273.51759586
144.161084768,37.3408440053,277749.96506,-6276.44918996
144.163907962,37.340828559,277999.96493,-6278.74669588
144.166731155,37.3408130456,278249.964801,-6280.70012098
144.169554347,37.3407974651,278499.964672,-6281.64986042
144.172377538,37.3407818176,278749.964543,-6281.01979607
144.175200727,37.3407661029,278999.964414,-6279.64927992
144.178023916,37.3407503212,279249.964286,-6277.4698643
144.180847103,37.3407344724,279499.964158,-6274.42348873
144.183670289,37.3407185565,279749.96403,-6269.7874932
144.186493474,37.3407025735,279999.963903,-6264.06700617
144.189316657,37.3406865234,280249.963776,-6257.51455974
144.19213984,37.3406704063,280499.963649,-6250.02802183
144.194963021,37.3406542221,280749.963522,-6242.15933889
144.197786201,37.3406379707,280999.963396,-6234.19576191
144.20060938,37.3406216523,281249.96327,-6226.37987054
144.203432558,37.3406052669,281499.963145,-6218.0328739
144.206255734,37.3405888143,281749.96302,-6209.13378479
144.209078909,37.3405722946,281999.962895,-6200.42683047
144.211902083,37.3405557079,282249.96277,-6191.76154548
144.214725256,37.3405390541,282499.962646,-6183.09510271
144.217548427,37.3405223332,282749.962522,-6174.26112528
144.220371598,37.3405055452,282999.962398,-6165.80203785
144.223194767,37.3404886902,283249.962275,-6157.70985561
144.226017934,37.340471768,283499.962151,-6149.66292378
144.228841101,37.3404547788,283749.962029,-6142.37345717
144.231664266,37.3404377225,283999.961906,-6135.76739068
144.23448743,37.3404205991,284249.961784,-6129.47548027
144.237310592,37.3404034086,284499.961662,-6124.37958231
144.240133754,37.3403861511,284749.961541,-6121.04405575
144.242956914,37.3403688264,284999.96142,-6120.23395468
144.245780072,37.3403514347,285249.961299,-6120.55133353
144.24860323,37.3403339759,285499.961179,-6122.72212596
144.251426386,37.34031645,285749.961058,-6127.62531579
144.254249541,37.340298857,285999.960939,-6133.92926064
144.257072694,37.340281197,286249.960819,-6126.1312816
144.259895847,37.3402634699,286499.9607,-6091.56573474
144.262718997,37.3402456757,286749.960581,-6083.28682702
144.265542147,37.3402278144,286999.960463,-6083.6677634
144.268365295,37.340209886,287249.960344,-6082.55335093
144.271188442,37.3401918905,287499.960227,-6082.49467394
144.274011588,37.340173828,287749.960109,-6078.87450044
144.276834732,37.3401556984,287999.959992,-6070.81683109
144.279657875,37.3401375017,288249.959875,-6068.71585301
144.282481016,37.3401192379,288499.959759,-6068.05080874
144.285304156,37.340100907,288749.959643,-6067.42579916
144.288127295,37.3400825091,288999.959527,-6066.23137934
144.290950432,37.3400640441,289249.959411,-6064.69132793
144.293773568,37.3400455119,289499.959296,-6062.91358916
144.296596703,37.3400269128,289749.959182,-6060.69122973
144.299419836,37.3400082465,289999.959067,-6060.37556153
144.302242968,37.3399895131,290249.958953,-6062.8270789
144.305066098,37.3399707127,290499.95884,-6069.30517561
144.307889227,37.3399518452,290749.958726,-6076.63164138
144.310712355,37.3399329106,290999.958613,-6083.06232592
144.313535481,37.339913909,291249.958501,-6085.95496542
144.316358606,37.3398948402,291499.958389,-6085.68048946
144.319181729,37.3398757044,291749.958277,-6083.53314698
144.322004851,37.3398565015,291999.958165,-6081.74870335
144.324827972,37.3398372315,292249.958054,-6079.3526854
144.327651091,37.3398178944,292499.957943,-6076.61307542
144.330474208,37.3397984903,292749.957833,-6073.88868175
144.333297324,37.339779019,292999.957723,-6071.80589302
144.336120439,37.3397594807,293249.957613,-6069.48541222
144.338943552,37.3397398753,293499.957504,-6065.97224743
144.341766664,37.3397202029,293749.957395,-6062.48481231
144.344589774,37.3397004633,293999.957286,-6059.22290663
144.347412883,37.3396806567,294249.957178,-6056.43193897
144.350235991,37.339660783,294499.95707,-6056.06592016
144.353059096,37.3396408422,294749.956962,-6055.60288565
144.355882201,37.3396208343,294999.956855,-6053.41084554
144.358705304,37.3396007594,295249.956749,-6049.48952179
144.361528405,37.3395806174,295499.956642,-6045.75941951
144.364351505,37.3395604083,295749.956536,-6043.16171967
144.367174603,37.3395401321,295999.956431,-6041.03038317
144.3699977,37.3395197888,296249.956326,-6039.01735147
144.372820796,37.3394993785,296499.956221,-6036.95639235
144.375643889,37.3394789011,296749.956116,-6034.82259578
144.378466982,37.3394583566,296999.956012,-6033.09471532
144.381290072,37.339437745,297249.955909,-6031.78562402
144.384113162,37.3394170664,297499.955805,-6030.47450715
144.386936249,37.3393963206,297749.955702,-6028.73722558
144.389759335,37.3393755078,297999.9556,-6026.62214863
144.39258242,37.3393546279,298249.955498,-6024.61406408
144.395405503,37.339333681,298499.955396,-6022.18338119
144.398228584,37.3393126669,298749.955295,-6019.25728162
144.401051664,37.3392915858,298999.955194,-6015.70848268
144.403874743,37.3392704376,299249.955093,-6012.70462419
144.406697819,37.3392492224,299499.954993,-6009.88182622
144.409520894,37.33922794,299749.954893,-6006.41088853
144.412343968,37.3392065906,299999.954794,-6002.98785997
144.41516704,37.3391851741,300249.954695,-5999.37820965
144.41799011,37.3391636905,300499.954597,-5995.24861846
144.420813179,37.3391421398,300749.954499,-5990.67785561
144.423636246,37.3391205221,300999.954401,-5985.63877878
144.426459312,37.3390988373,301249.954303,-5980.09584481
144.429282376,37.3390770854,301499.954207,-5975.23391694
144.432105438,37.3390552664,301749.95411,-5970.33975554
144.434928499,37.3390333804,301999.954014,-5964.88111147
144.437751558,37.3390114273,302249.953918,-5959.41231108
144.440574615,37.3389894071,302499.953823,-5953.96969856
144.443397671,37.3389673198,302749.953728,-5948.59492826
144.446220725,37.3389451654,302999.953634,-5943.15381829
144.449043777,37.338922944,303249.95354,-5937.35143417
144.451866828,37.3389006555,303499.953446,-5931.10496327
144.454689877,37.3388782999,303749.953353,-5924.96404761
144.457512925,37.3388558773,303999.95326,-5918.47220735
144.46033597,37.3388333875,304249.953168,-5911.4672514
144.463159015,37.3388108307,304499.953076,-5903.77544573
144.465982057,37.3387882069,304749.952985,-5896.37884834
144.468805098,37.3387655159,304999.952894,-5889.42393738
144.471628137,37.3387427579,305249.952803,-5882.34230692
144.474451174,37.3387199328,305499.952713,-5875.55329928
144.47727421,37.3386970406,305749.952623,-5869.33605111
144.480097244,37.3386740813,305999.952534,-5864.31793231
144.482920276,37.338651055,306249.952445,-5859.91227987
144.485743306,37.3386279616,306499.952356,-5855.86208683
144.488566335,37.3386048011,306749.952268,-5851.77532244
144.491389362,37.3385815735,306999.952181,-5847.92936655
144.494212387,37.3385582789,307249.952093,-5844.22230331
144.497035411,37.3385349172,307499.952007,-5840.45946498
144.499858433,37.3385114884,307749.95192,-5836.14953208
144.502681453,37.3384879926,307999.951835,-5832.00467189
144.505504471,37.3384644296,308249.951749,-5828.96301336
144.508327488,37.3384407996,308499.951664,-5826.34546229
144.511150503,37.3384171026,308749.95158,-5824.12520542
144.513973516,37.3383933384,308999.951496,-5822.26876577
144.516796527,37.3383695072,309249.951412,-5821.0120155
144.519619536,37.3383456089,309499.951329,-5819.35418005
144.522442544,37.3383216435,309749.951246,-5816.5369496
144.52526555,37.3382976111,309999.951164,-5813.57241594
144.528088554,37.3382735115,310249.951082,-5810.30172885
144.530911556,37.3382493449,310499.951001,-5806.69941332
144.533734557,37.3382251113,310749.95092,-5803.03990056
144.536557555,37.3382008105,310999.950839,-5798.77385768
144.539380552,37.3381764427,311249.950759,-5793.68140554
144.542203547,37.3381520078,311499.95068,-5787.99074721
144.545026541,37.3381275059,311749.950601,-5781.63593009
144.547849532,37.3381029368,311999.950522,-5774.64011871
144.550672522,37.3380783007,312249.950444,-5767.06908019
144.553495509,37.3380535976,312499.950366,-5758.91737761
144.556318495,37.3380288273,312749.950289,-5750.29289062
144.559141479,37.33800399,312999.950212,-5741.36210577
144.561964461,37.3379790856,313249.950136,-5732.46691265
144.564787442,37.3379541141,313499.95006,-5723.83883349
144.56761042,37.3379290756,313749.949985,-5715.9173603
144.570433397,37.33790397,313999.94991,-5707.78880618
144.573256372,37.3378787973,314249.949835,-5699.96515498
144.576079344,37.3378535575,314499.949762,-5693.76135353
144.578902315,37.3378282507,314749.949688,-5688.33247378
144.581725284,37.3378028768,314999.949615,-5683.778558
144.584548252,37.3377774358,315249.949543,-5680.30067926
144.587371217,37.3377519278,315499.949471,-5677.83695088
144.59019418,37.3377263527,315749.949399,-5676.09962212
144.593017142,37.3377007105,315999.949328,-5674.75253417
144.595840101,37.3376750012,316249.949257,-5673.38183496
144.598663059,37.3376492249,316499.949187,-5672.02195531
144.601486015,37.3376233815,316749.949118,-5670.70739046
144.604308968,37.3375974711,316999.949048,-5669.05097627
144.60713192,37.3375714935,317249.94898,-5667.27905526
144.60995487,37.3375454489,317499.948912,-5665.55198845
144.612777818,37.3375193372,317749.948844,-5663.91956992
144.615600764,37.3374931585,317999.948777,-5662.08731418
144.618423708,37.3374669127,318249.94871,-5659.9808452
144.62124665,37.3374405998,318499.948644,-5658.65603217
144.624069591,37.3374142198,318749.948578,-5657.12586134
144.626892529,37.3373877728,318999.948513,-5655.03700567
144.629715465,37.3373612587,319249.948448,-5652.90638123
144.632538399,37.3373346775,319499.948384,-5651.01653572
144.635361331,37.3373080293,319749.948321,-5649.30963317
144.638184262,37.337281314,319999.948257,-5646.94101881
144.64100719,37.3372545316,320249.948195,-5644.29138607
144.643830116,37.3372276822,320499.948132,-5641.51659897
144.64665304,37.3372007656,320749.948071,-5638.9888174
144.649475963,37.3371737821,320999.94801,-5635.62020515
144.652298883,37.3371467314,321249.947949,-5631.69685463
144.655121801,37.3371196137,321499.947889,-5628.60124891
144.657944717,37.3370924289,321749.947829,-5625.34208488
144.660767631,37.337065177,321999.94777,-5621.8068257
144.663590544,37.3370378581,322249.947711,-5617.89712899
144.666413454,37.3370104721,322499.947653,-5614.30198382
144.669236362,37.3369830191,322749.947596,-5610.99432275
144.672059268,37.3369554989,322999.947539,-5607.83401434
144.674882172,37.3369279117,323249.947482,-5604.56488917
144.677705074,37.3369002575,323499.947426,-5601.6107778
144.680527973,37.3368725361,323749.94737,-5599.5213256
144.683350871,37.3368447477,323999.947315,-5597.78168042
144.686173767,37.3368168923,324249.947261,-5596.67571313
144.68899666,37.3367889697,324499.947207,-5596.48346148
144.691819552,37.3367609801,324749.947154,-5596.70601693
144.694642441,37.3367329234,324999.947101,-5597.38497545
144.697465329,37.3367047997,325249.947048,-5598.51865447
144.700288214,37.3366766089,325499.946996,-5599.73210483
144.703111097,37.336648351,325749.946945,-5601.20453399
144.705933978,37.3366200261,325999.946894,-5603.0094977
144.708756857,37.3365916341,326249.946844,-5604.69110494
144.711579734,37.336563175,326499.946794,-5606.70078715
144.714402608,37.3365346489,326749.946745,-5609.12651902
144.717225481,37.3365060557,326999.946697,-5611.1400189
144.720048351,37.3364773954,327249.946648,-5613.04721688
144.72287122,37.3364486681,327499.946601,-5615.02335388
144.725694086,37.3364198737,327749.946554,-5617.59217691
144.72851695,37.3363910122,327999.946507,-5619.98487031
144.731339812,37.3363620837,328249.946461,-5621.85168247
144.734162671,37.3363330881,328499.946416,-5622.61920243
144.736985529,37.3363040254,328749.946371,-5623.26243954
144.739808384,37.3362748957,328999.946327,-5623.69494219
144.742631237,37.3362456989,329249.946283,-5623.04173238
144.745454088,37.336216435,329499.94624,-5622.73851808
144.748276937,37.3361871041,329749.946197,-5622.74464904
144.751099784,37.3361577061,329999.946155,-5622.60260026
144.753922628,37.336128241,330249.946114,-5622.46613534
144.75674547,37.3360987089,330499.946073,-5622.74329395
144.75956831,37.3360691097,330749.946032,-5624.10574173
144.762391148,37.3360394435,330999.945992,-5625.87761853
144.765213984,37.3360097102,331249.945953,-5628.10163736
144.768036817,37.3359799098,331499.945914,-5630.84135667
144.770859648,37.3359500424,331749.945876,-5634.0684461
144.773682477,37.3359201079,331999.945838,-5637.72108639
144.776505304,37.3358901063,332249.945801,-5641.75332011
144.779328128,37.3358600377,332499.945765,-5646.30010419
144.78215095,37.335829902,332749.945729,-5651.06872522
144.78497377,37.3357996992,332999.945693,-5655.80261404
144.787796588,37.3357694294,333249.945659,-5659.83357576
144.790619404,37.3357390925,333499.945624,-5664.03858836
144.793442217,37.3357086886,333749.945591,-5668.79854741
144.796265028,37.3356782176,333999.945558,-5672.9577591
144.799087836,37.3356476795,334249.945525,-5676.62989436
144.801910643,37.3356170744,334499.945493,-5679.89180926
144.804733447,37.3355864022,334749.945462,-5683.16072584
144.807556249,37.3355556629,334999.945431,-5686.86725647
144.810379048,37.3355248566,335249.945401,-5690.96232781
144.813201845,37.3354939832,335499.945371,-5694.30709045
144.81602464,37.3354630428,335749.945342,-5698.04067755
144.818847433,37.3354320353,335999.945313,-5702.12803201
144.821670223,37.3354009607,336249.945286,-5705.53828869
144.824493011,37.3353698191,336499.945258,-5708.99430706
144.827315797,37.3353386104,336749.945231,-5712.24374547
144.83013858,37.3353073346,336999.945205,-5714.22875687
144.832961361,37.3352759918,337249.94518,-5716.74449863
144.83578414,37.3352445819,337499.945155,-5719.35231323
144.838606916,37.335213105,337749.94513,-5720.71227155
144.84142969,37.335181561,337999.945107,-5722.06952526
144.844252461,37.33514995,338249.945083,-5723.47521687
144.847075231,37.3351182718,338499.945061,-5724.88094107
144.849897997,37.3350865267,338749.945039,-5726.27593827
144.852720762,37.3350547144,338999.945018,-5727.66077618
144.855543524,37.3350228351,339249.944997,-5729.0477912
144.858366284,37.3349908888,339499.944977,-5729.86630084
144.861189041,37.3349588754,339749.944957,-5730.70179554
144.864011796,37.3349267949,339999.944938,-5732.07551575
144.866834549,37.3348946474,340249.94492,-5733.54831851
144.869657299,37.3348624328,340499.944902,-5734.71139895
144.872480047,37.3348301511,340749.944885,-5735.28828855
144.875302792,37.3347978024,340999.944868,-5736.54091779
144.878125535,37.3347653866,341249.944852,-5737.66098381
144.880948276,37.3347329038,341499.944837,-5738.33458097
144.883771014,37.3347003539,341749.944822,-5739.53966428
144.886593749,37.334667737,341999.944808,-5740.94258266
144.889416483,37.3346350529,342249.944794,-5742.35821553
144.892239214,37.3346023019,342499.944781,-5743.0360508
144.895061942,37.3345694838,342749.944769,-5744.35269217
144.897884668,37.3345365986,342999.944757,-5746.45099735
144.900707391,37.3345036463,343249.944746,-5747.91955776
144.903530112,37.334470627,343499.944736,-5749.59909031
144.906352831,37.3344375407,343749.944726,-5751.56839041
144.909175547,37.3344043873,343999.944717,-5753.63217665
144.911998261,37.3343711668,344249.944708,-5755.61550535
144.914820972,37.3343378793,344499.9447,-5757.69878116
144.91764368,37.3343045247,344749.944693,-5760.57098818
144.920466387,37.3342711031,344999.944686,-5762.9044315
144.92328909,37.3342376144,345249.94468,-5764.83920699
144.926111791,37.3342040586,345499.944675,-5767.01120706
144.92893449,37.3341704358,345749.94467,-5768.66513981
144.931757186,37.3341367459,345999.944666,-5769.83817609
144.93457988,37.334102989,346249.944662,-5770.65588716
144.937402571,37.334069165,346499.94466,-5771.38655066
144.94022526,37.334035274,346749.944657,-5772.07754614
144.943047946,37.3340013159,346999.944656,-5772.79419702
144.945870629,37.3339672908,347249.944655,-5773.31835836
144.94869331,37.3339331986,347499.944654,-5773.83257439
144.951515989,37.3338990393,347749.944655,-5774.52841233
144.954338665,37.333864813,347999.944656,-5775.45854539
144.957161338,37.3338305196,348249.944657,-5776.33279795
144.959984009,37.3337961592,348499.944659,-5776.95368613
144.962806677,37.3337617317,348749.944662,-5778.21196833
144.965629343,37.3337272372,348999.944666,-5779.62036835
144.968452006,37.3336926756,349249.94467,-5780.99257027
144.971274667,37.333658047,349499.944675,-5783.09032216
144.974097324,37.3336233513,349749.94468,-5785.01758381
144.97691998,37.3335885885,349999.944686,-5786.61579453
144.979742633,37.3335537587,350249.944693,-5789.34336164
144.982565283,37.3335188619,350499.944701,-5792.17297644
144.98538793,37.3334838979,350749.944709,-5794.93986405
144.988210575,37.333448867,350999.944717,-5798.274239
144.991033218,37.333413769,351249.944727,-5802.01646416
144.993855857,37.3333786039,351499.944737,-5805.76820306
144.996678494,37.3333433718,351749.944748,-5808.83760294
144.999501129,37.3333080726,351999.944759,-5807.85557159
145.002323761,37.3332727064,352249.944771,-5804.58584162
145.00514639,37.3332372731,352499.944784,-5805.60728006
145.007969017,37.3332017727,352749.944797,-5806.21681574
145.01079164,37.3331662054,352999.944811,-5806.45097884
145.013614262,37.3331305709,353249.944826,-5807.41444943
145.01643688,37.3330948694,353499.944841,-5806.27318131
145.019259496,37.3330591009,353749.944857,-5804.96882159
145.02208211,37.3330232653,353999.944874,-5806.9098122
145.02490472,37.3329873626,354249.944892,-5811.53839796
145.027727328,37.3329513929,354499.94491,-5817.13780236
145.030549933,37.3329153562,354749.944928,-5821.4950303
145.033372536,37.3328792524,354999.944948,-5822.89297371
145.036195136,37.3328430815,355249.944968,-5822.24184367
145.039017733,37.3328068436,355499.944989,-5820.48303869
145.041840327,37.3327705387,355749.94501,-5821.85194224
145.044662919,37.3327341667,355999.945033,-5824.01069027
145.047485508,37.3326977276,356249.945055,-5825.32844415
145.050308095,37.3326612215,356499.945079,-5824.70365783
145.053130678,37.3326246484,356749.945103,-5822.44371052
145.055953259,37.3325880082,356999.945128,-5819.04677119
145.058775837,37.3325513009,357249.945154,-5818.31489455
145.061598413,37.3325145266,357499.94518,-5817.42184769
145.064420985,37.3324776853,357749.945207,-5815.31011233
145.067243555,37.3324407769,357999.945235,-5811.76642631
145.070066122,37.3324038014,358249.945263,-5809.55940287
145.072888687,37.3323667589,358499.945292,-5808.92076463
145.075711248,37.3323296494,358749.945322,-5805.93833122
145.078533807,37.3322924728,358999.945352,-5803.08390959
145.081356363,37.3322552291,359249.945383,-5800.99461834
145.084178917,37.3322179184,359499.945415,-5800.5715915
145.087001467,37.3321805407,359749.945448,-5798.04443192
145.089824015,37.3321430959,359999.945481,-5793.23732419
145.09264656,37.332105584,360249.945515,-5786.53382849
145.095469102,37.3320680051,360499.94555,-5780.92040054
145.098291641,37.3320303592,360749.945585,-5777.08590887
145.101114178,37.3319926462,360999.945621,-5775.68180026
145.103936712,37.3319548662,361249.945658,-5774.36233813
145.106759243,37.3319170191,361499.945696,-5773.06516697
145.109581771,37.331879105,361749.945734,-5771.97951321
145.112404296,37.3318411238,361999.945773,-5771.17211437
145.115226819,37.3318030756,362249.945812,-5770.74976488
145.118049338,37.3317649603,362499.945853,-5770.85040857
145.120871855,37.331726778,362749.945894,-5770.45935287
145.123694369,37.3316885287,362999.945936,-5769.81453787
145.12651688,37.3316502123,363249.945978,-5769.15582802
145.129339388,37.3316118288,363499.946021,-5769.58051242
145.132161893,37.3315733783,363749.946065,-5770.43831933
145.134984396,37.3315348608,363999.94611,-5771.19678821
145.137806896,37.3314962762,364249.946155,-5770.35539865
145.140629392,37.3314576246,364499.946202,-5768.65722345
145.143451886,37.3314189059,364749.946248,-5766.54210212
145.146274377,37.3313801202,364999.946296,-5764.53625063
145.149096865,37.3313412674,365249.946344,-5761.79543655
145.15191935,37.3313023476,365499.946393,-5758.23162819
145.154741833,37.3312633607,365749.946443,-5755.79623003
145.157564312,37.3312243068,365999.946494,-5754.75880044
145.160386788,37.3311851859,366249.946545,-5754.97731966
145.163209262,37.3311459979,366499.946597,-5755.03011755
145.166031733,37.3311067429,366749.94665,-5754.535534
145.1688542,37.3310674208,366999.946703,-5753.93177989
145.171676665,37.3310280317,367249.946757,-5755.35100294
145.174499127,37.3309885755,367499.946812,-5756.46791018
145.177321586,37.3309490523,367749.946868,-5756.91524029
145.180144042,37.3309094621,367999.946924,-5756.82104277
145.182966495,37.3308698048,368249.946982,-5756.3463955
145.185788945,37.3308300805,368499.94704,-5755.31771325
145.188611392,37.3307902891,368749.947098,-5753.22947232
145.191433836,37.3307504307,368999.947158,-5751.20240013
145.194256277,37.3307105052,369249.947218,-5748.9662657
145.197078715,37.3306705127,369499.947279,-5745.85395972
145.19990115,37.3306304532,369749.94734,-5743.98200958
145.202723582,37.3305903266,369999.947403,-5742.78306432
145.205546012,37.3305501329,370249.947466,-5741.52035416
145.208368438,37.3305098723,370499.94753,-5739.28250612
145.211190861,37.3304695446,370749.947595,-5736.35059368
145.214013281,37.3304291498,370999.94766,-5732.95731528
145.216835698,37.330388688,371249.947726,-5729.11664254
145.219658112,37.3303481592,371499.947793,-5725.37478067
145.222480523,37.3303075633,371749.947861,-5722.07942575
145.225302932,37.3302669004,371999.947929,-5718.70977536
145.228125337,37.3302261704,372249.947999,-5714.42571572
145.230947739,37.3301853735,372499.948069,-5709.09499079
145.233770138,37.3301445094,372749.94814,-5706.97650797
145.236592534,37.3301035783,372999.948211,-5705.05731736
145.239414926,37.3300625802,373249.948283,-5702.39842849
145.242237316,37.3300215151,373499.948357,-5700.87014017
145.245059703,37.3299803829,373749.94843,-5698.66421214
145.247882087,37.3299391837,373999.948505,-5695.13197091
145.250704467,37.3298979174,374249.94858,-5689.64447775
145.253526845,37.3298565841,374499.948657,-5684.91847365
145.256349219,37.3298151837,374749.948734,-5681.54737573
145.259171591,37.3297737164,374999.948811,-5678.9755968
145.261993959,37.3297321819,375249.94889,-5677.68953058
145.264816324,37.3296905805,375499.948969,-5675.59794009
145.267638686,37.329648912,375749.949049,-5666.87562014
145.270461045,37.3296071764,375999.94913,-5660.14802458
145.273283401,37.3295653739,376249.949212,-5656.09307106
145.276105754,37.3295235043,376499.949294,-5654.60105639
145.278928104,37.3294815676,376749.949378,-5652.24042243
145.28175045,37.3294395639,376999.949462,-5649.58890859
145.284572794,37.3293974932,377249.949546,-5648.048581
145.287395134,37.3293553554,377499.949632,-5646.21509314
145.290217471,37.3293131507,377749.949719,-5644.2688574
145.293039805,37.3292708788,377999.949806,-5642.48317424
145.295862136,37.32922854,378249.949894,-5641.2799243
145.298684463,37.3291861341,378499.949982,-5640.32488512
145.301506788,37.3291436611,378749.950072,-5639.22011507
145.304329109,37.3291011211,378999.950162,-5636.82333666
145.307151427,37.3290585141,379249.950254,-5633.37740898
145.309973742,37.3290158401,379499.950346,-5628.94474508
145.312796054,37.328973099,379749.950438,-5621.70914478
145.315618363,37.3289302909,379999.950532,-5614.28339657
145.318440668,37.3288874158,380249.950626,-5608.06263636
145.32126297,37.3288444736,380499.950722,-5602.09316297
145.324085269,37.3288014644,380749.950818,-5596.78458621
145.326907565,37.3287583881,380999.950914,-5592.53646584
145.329729858,37.3287152448,381249.951012,-5590.99859294
145.332552147,37.3286720345,381499.951111,-5590.71851399
145.335374433,37.3286287572,381749.95121,-5591.07764013
145.338196716,37.3285854128,381999.95131,-5591.43653254
145.341018996,37.3285420013,382249.951411,-5592.8397294
145.343841272,37.3284985229,382499.951512,-5594.79155287
145.346663546,37.3284549774,382749.951615,-5594.44900961
145.349485816,37.3284113649,382999.951718,-5593.94398982
145.352308082,37.3283676853,383249.951822,-5592.95890882
145.355130346,37.3283239388,383499.951927,-5589.56986981
145.357952606,37.3282801251,383749.952033,-5587.10758576
145.360774863,37.3282362445,383999.95214,-5585.47324595
145.363597117,37.3281922968,384249.952247,-5584.11097784
145.366419367,37.3281482821,384499.952356,-5581.10075879
145.369241614,37.3281042004,384749.952465,-5577.52898186
145.372063858,37.3280600516,384999.952575,-5575.07757303
145.374886098,37.3280158358,385249.952685,-5575.58182539
145.377708336,37.327971553,385499.952797,-5576.4812004
145.38053057,37.3279272031,385749.952909,-5574.41298777
145.3833528,37.3278827862,385999.953023,-5573.69137652
145.386175028,37.3278383023,386249.953137,-5572.29277277
145.388997252,37.3277937513,386499.953252,-5568.33358896
145.391819472,37.3277491333,386749.953368,-5562.22834585
145.39464169,37.3277044483,386999.953484,-5557.63122413
145.397463904,37.3276596963,387249.953602,-5557.36895713
145.400286114,37.3276148772,387499.95372,-5563.88749025
145.403108322,37.3275699911,387749.953839,-5567.33435965
145.405930526,37.327525038,387999.953959,-5561.82194761
145.408752726,37.3274800178,388249.95408,-5547.91894812
145.411574924,37.3274349306,388499.954202,-5541.33992407
145.414397118,37.3273897764,388749.954324,-5547.93439994
145.417219308,37.3273445552,388999.954447,-5554.60774225
